,住所CD,都道府県CD,市区町村CD,町域CD,郵便番号,事業所フラグ,廃止フラグ,都道府県,都道府県カナ,市区町村,市区町村カナ,町域,町域カナ,町域補足,京都通り名,字丁目,字丁目カナ,補足,事業所名,事業所名カナ,事業所住所,新住所CD,住所,lat,lonn
46480,162841100,13,13104,131040017,162-8411,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,株式会社　福田組　東京本店,カブシキガイシヤ　フクダグミ　トウキヨウホンテン,市谷本村町３－２６,,東京都新宿区市谷本村町３－２６,35.691017,
46481,162843300,13,13104,131040017,162-8433,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,独立行政法人　国際協力機構研究所,ドクリツギヨウセイホウジン　コクサイキヨウリヨクキコウケンキユウジヨ,市谷本村町１０－５,,東京都新宿区市谷本村町１０－５,35.694496,
46482,162880600,13,13104,131040017,162-8806,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,防衛省　情報本部,ボウエイシヨウ　ジヨウホウホンブ,市谷本村町５－１,,東京都新宿区市谷本村町５－１,35.692694,
46483,162880400,13,13104,131040017,162-8804,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,防衛省　航空幕僚監部,ボウエイシヨウ　コウクウバクリヨウカンブ,市谷本村町５－１,,東京都新宿区市谷本村町５－１,35.692694,
46484,162885000,13,13104,131040017,162-8850,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,自衛隊　東京地方　協力本部,ジエイタイ　トウキヨウチホウ　キヨウリヨクホンブ,市谷本村町１０番１号,,東京都新宿区市谷本村町１０番１号,35.694957,
46485,162883000,13,13104,131040017,162-8830,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,防衛省　技術研究本部,ボウエイシヨウ　ギジユツケンキユウホンブ,市谷本村町５－１,,東京都新宿区市谷本村町５－１,35.692694,
46486,162880800,13,13104,131040017,162-8808,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,防衛省防衛研究所,ボウエイシヨウボウエイケンキユウジヨ,市谷本村町５－１,,東京都新宿区市谷本村町５－１,35.692694,
46487,162886000,13,13104,131040017,162-8860,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,防衛省　装備施設本部,ボウエイシヨウ　ソウビシセツホンブ,市谷本村町５－１,,東京都新宿区市谷本村町５－１,35.692694,
46488,162880700,13,13104,131040017,162-8807,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,防衛省　防衛監察本部,ボウエイシヨウ　ボウエイカンサツホンブ,市谷本村町５－１,,東京都新宿区市谷本村町５－１,35.692694,
46489,162886100,13,13104,131040017,162-8861,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,防衛施設庁　内部部局,ボウエイシセツチヨウ　ナイブブキヨク,市谷本村町５－１,,東京都新宿区市谷本村町５－１,35.692694,
46490,162861600,13,13104,131040017,162-8616,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,イカロス出版　株式会社,イカロスシユツパン　カブシキガイシヤ,市谷本村町２－３,,東京都新宿区市谷本村町２－３,35.690668,
46491,162845100,13,13104,131040017,162-8451,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,持田製薬　株式会社　本社別館,モチダセイヤク　カブシキガイシヤ　ホンシヤベツカン,市谷本村町２－１２,,東京都新宿区市谷本村町２－１２,35.690175,
46492,162880100,13,13104,131040017,162-8801,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,防衛省　内部部局,ボウエイシヨウ　ナイブブキヨク,市谷本村町５－１,,東京都新宿区市谷本村町５－１,35.692694,
46493,162885300,13,13104,131040017,162-8853,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,防衛省　共済組合,ボウエイシヨウ　キヨウサイクミアイ,市谷本村町５－１,,東京都新宿区市谷本村町５－１,35.692694,
46494,162880200,13,13104,131040017,162-8802,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,防衛省　陸上幕僚監部,ボウエイシヨウ　リクジヨウバクリヨウカンブ,市谷本村町５－１,,東京都新宿区市谷本村町５－１,35.692694,
46495,162880500,13,13104,131040017,162-8805,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,防衛省　統合幕僚会議,ボウエイシヨウ　トウゴウバクリヨウカイギ,市谷本村町５－１,,東京都新宿区市谷本村町５－１,35.692694,
46496,162880300,13,13104,131040017,162-8803,1,0,東京都,トウキョウト,新宿区,シンジュクク,市谷本村町,イチガヤホンムラチョウ,,,,,,防衛省　海上幕僚監部,ボウエイシヨウ　カイジヨウバクリヨウカンブ,市谷本村町５－１,,東京都新宿区市谷本村町５－１,35.692694,
46501,162848800,13,13104,131040021,162-8488,1,0,東京都,トウキョウト,新宿区,シンジュクク,岩戸町,イワトチョウ,,,,,,職業訓練法人　日本技能教育開発センター,シヨクギヨウクンレンホウジン　ニホンギノウキヨウイクカイハツセンタ－,岩戸町１８日交神楽坂ビル,,東京都新宿区岩戸町１８日交神楽坂ビル,35.701348,
46502,162850300,13,13104,131040021,162-8503,1,0,東京都,トウキョウト,新宿区,シンジュクク,岩戸町,イワトチョウ,,,,,,東京シティ信用金庫　神楽坂支店,トウキヨウシテイシンヨウキンコ　カグラザカシテン,岩戸町２,,東京都新宿区岩戸町２,35.701962,
46504,162862000,13,13104,131040022,162-8620,1,0,東京都,トウキョウト,新宿区,シンジュクク,榎町,エノキチョウ,,,,,,大日本印刷　株式会社　榎町工場,ダイニツポンインサツ　カブシキガイシヤ　エノキチヨウコウジヨウ,榎町７,,東京都新宿区榎町７,35.705853,
46505,162806000,13,13104,131040022,162-8060,1,0,東京都,トウキョウト,新宿区,シンジュクク,榎町,エノキチョウ,,,,,,公益財団法人　日本英語検定協会　英検サービスセンター,コウエキザイダンホウジン　ニホンエイゴケンテイキヨウカイ　エイケンサ－ビスセンタ－,榎町７,,東京都新宿区榎町７,35.705853,
46506,162861500,13,13104,131040022,162-8615,1,0,東京都,トウキョウト,新宿区,シンジュクク,榎町,エノキチョウ,,,,,,株式会社　ムックハウス,カブシキガイシヤ　ムツクハウス,榎町３９神楽坂法菖ビル１０１／２０１号,,東京都新宿区榎町３９神楽坂法菖ビル１０１／２０１号,,
46507,162862800,13,13104,131040022,162-8628,1,0,東京都,トウキョウト,新宿区,シンジュクク,榎町,エノキチョウ,,,,,,株式会社　サイエンス　リサーチアンドコンサルティング,カブシキガイシヤ　サイエンス　リサ－チアンドコンサルテイング,榎町３３ザスクエアー８Ｆ,,東京都新宿区榎町３３ザスクエアー８Ｆ,35.704528,
46509,169852600,13,13104,131040023,169-8526,1,0,東京都,トウキョウト,新宿区,シンジュクク,大久保,オオクボ,,,,,,生活協同組合パルシステム東京,セイカツキヨウドウクミアイパルシステムトウキヨウ,大久保２－２－６ラクアス東新宿ビル７Ｆ,,東京都新宿区大久保２－２－６ラクアス東新宿ビル７Ｆ,35.702307,
46510,169852700,13,13104,131040023,169-8527,1,0,東京都,トウキョウト,新宿区,シンジュクク,大久保,オオクボ,,,,,,パルシステム生活協同組合連合会,パルシステムセイカツキヨウドウクミアイレンゴウカイ,大久保２－２－６ラクアス東新宿ビル６Ｆ,,東京都新宿区大久保２－２－６ラクアス東新宿ビル６Ｆ,35.702307,
46511,169853100,13,13104,131040023,169-8531,1,0,東京都,トウキョウト,新宿区,シンジュクク,大久保,オオクボ,,,,,,株式会社　シジシージャパン,カブシキガイシヤ　シジシ－ジヤパン,大久保２丁目１－１,,東京都新宿区大久保２丁目１－１,35.70102,
46512,169853500,13,13104,131040023,169-8535,1,0,東京都,トウキョウト,新宿区,シンジュクク,大久保,オオクボ,,,,,,日本年金機構　会計部,ニツポンネンキンキコウ　カイケイブ,大久保２－１２－１,,東京都新宿区大久保２－１２－１,35.701231,
46513,169854000,13,13104,131040023,169-8540,1,0,東京都,トウキョウト,新宿区,シンジュクク,大久保,オオクボ,,,,,,日本赤十字社　東京都支部,ニツポンセキジユウジシヤ　トウキヨウトシブ,大久保１丁目２－１５,,東京都新宿区大久保１丁目２－１５,35.699474,
46514,169801200,13,13104,131040023,169-8012,1,0,東京都,トウキョウト,新宿区,シンジュクク,大久保,オオクボ,,,,,,東京社会保険事務局,トウキヨウシヤカイホケンジムキヨク,大久保２丁目１２－１,,東京都新宿区大久保２丁目１２－１,35.701231,
46515,169854100,13,13104,131040023,169-8541,1,0,東京都,トウキョウト,新宿区,シンジュクク,大久保,オオクボ,,,,,,東京税務会計事務所　健康保険組合,トウキヨウゼイムカイケイジムシヨ　ケンコウホケンクミアイ,大久保２丁目１２－１１,,東京都新宿区大久保２丁目１２－１１,35.701897,
46516,169855000,13,13104,131040023,169-8550,1,0,東京都,トウキョウト,新宿区,シンジュクク,大久保,オオクボ,,,,,,株式会社　三徳,カブシキガイシヤ　サントク,大久保２丁目１－１,,東京都新宿区大久保２丁目１－１,35.70102,
46517,169855500,13,13104,131040023,169-8555,1,0,東京都,トウキョウト,新宿区,シンジュクク,大久保,オオクボ,,,,,,早稲田大学　理工学部,ワセダダイガク　リコウガクブ,大久保３丁目４－１,,東京都新宿区大久保３丁目４－１,35.705887,
46518,169855600,13,13104,131040023,169-8556,1,0,東京都,トウキョウト,新宿区,シンジュクク,大久保,オオクボ,,,,,,東京都　電設工業厚生年金基金,トウキヨウト　デンセツコウギヨウコウセイネンキンキキン,大久保２丁目８－３,,東京都新宿区大久保２丁目８－３,35.702237,
46519,169855800,13,13104,131040023,169-8558,1,0,東京都,トウキョウト,新宿区,シンジュクク,大久保,オオクボ,,,,,,株式会社　河田,カブシキガイシヤ　カワダ,大久保２丁目５－２５,,東京都新宿区大久保２丁目５－２５,35.702226,
46520,169860100,13,13104,131040023,169-8601,1,0,東京都,トウキョウト,新宿区,シンジュクク,大久保,オオクボ,,,,,,新宿社会保険事務所,シンジユクシヤカイホケンジムシヨ,大久保２丁目１２－１ペアーレ新宿４階・５階,,東京都新宿区大久保２丁目１２－１ペアーレ新宿４階・５階,,
46523,162895300,13,13104,131040025,162-8953,1,0,東京都,トウキョウト,新宿区,シンジュクク,神楽河岸,カグラガシ,,,,,,社会福祉法人　東京都社会福祉協議会,シヤカイフクシホウジン　トウキヨウトシヤカイフクシキヨウギカイ,神楽河岸１－１,,東京都新宿区神楽河岸１－１,35.701588,
46525,162871600,13,13104,131040026,162-8716,1,0,東京都,トウキョウト,新宿区,シンジュクク,神楽坂,カグラザカ,,,,,,株式会社　音楽之友社,カブシキガイシヤ　オンガクノトモシヤ,神楽坂６丁目３０,,東京都新宿区神楽坂６丁目３０,35.703703,
46526,162860100,13,13104,131040026,162-8601,1,0,東京都,トウキョウト,新宿区,シンジュクク,神楽坂,カグラザカ,,,,,,学校法人　東京理科大学,ガツコウホウジン　トウキヨウリカダイガク,神楽坂１丁目３,,東京都新宿区神楽坂１丁目３,35.699452,
46530,160848500,13,13104,131040029,160-8485,1,0,東京都,トウキョウト,新宿区,シンジュクク,歌舞伎町,カブキチョウ,,,,,,新宿区役所　総務部　税務課,シンジユククヤクシヨ　ソウムブ　ゼイムカ,歌舞伎町１丁目４－１,,東京都新宿区歌舞伎町１丁目４－１,35.693893,
46531,160846600,13,13104,131040029,160-8466,1,0,東京都,トウキョウト,新宿区,シンジュクク,歌舞伎町,カブキチョウ,,,,,,ホテルグレイスリー新宿,ホテルグレイスリ－シンジユク,歌舞伎町１丁目１９番１号,,東京都新宿区歌舞伎町１丁目１９番１号,35.695293,
46532,160848800,13,13104,131040029,160-8488,1,0,東京都,トウキョウト,新宿区,シンジュクク,歌舞伎町,カブキチョウ,,,,,,財団法人　東京都保険医療公社　大久保病院,ザイダンホウジン　トウキヨウトホケンイリヨウコウシヤ　オオクボビヨウイン,歌舞伎町２丁目４４－１,,東京都新宿区歌舞伎町２丁目４４－１,35.696697,
46533,160848400,13,13104,131040029,160-8484,1,0,東京都,トウキョウト,新宿区,シンジュクク,歌舞伎町,カブキチョウ,,,,,,新宿区役所,シンジユククヤクシヨ,歌舞伎町１丁目４－１,,東京都新宿区歌舞伎町１丁目４－１,35.693893,
46534,160847200,13,13104,131040029,160-8472,1,0,東京都,トウキョウト,新宿区,シンジュクク,歌舞伎町,カブキチョウ,,,,,,新宿区役所　地域調整課　文化国際課,シンジユククヤクシヨ　チイキチヨウセイカ　ブンカコクサイカ,歌舞伎町１丁目４－１,,東京都新宿区歌舞伎町１丁目４－１,35.693893,
46535,160848700,13,13104,131040029,160-8487,1,0,東京都,トウキョウト,新宿区,シンジュクク,歌舞伎町,カブキチョウ,,,,,,新宿プリンスホテル,シンジユクプリンスホテル,歌舞伎町１丁目３０－１,,東京都新宿区歌舞伎町１丁目３０－１,35.694361,
46536,160848900,13,13104,131040029,160-8489,1,0,東京都,トウキョウト,新宿区,シンジュクク,歌舞伎町,カブキチョウ,,,,,,新宿公共職業安定所,シンジユクコウキヨウシヨクギヨウアンテイジヨ,歌舞伎町２丁目４２－１０,,東京都新宿区歌舞伎町２丁目４２－１０,35.697867,
